sentence	token	label
	rejoiced	O
	and	O
	even	O
	others	O
	who	O
	used	O
	to	O
	be	O
	drunk	O
	charged	O
	and	O
	started	O
	a	O
	bodaboda	O
	business	O
	.	O
	From	O
	this	O
	time	O
	i	O
	come	O
	to	O
	realize	O
	there	O
	is	O
	nothing	O
	impossible	O
	.	O
	I	O
	am	O
	planning	O
	to	O
	expand	O
	my	O
	business	O
	in	O
	future	O
	as	O
	i	O
	excel	O
	.	O
		
	stop-x	stop-x
		
	I	O
	am	O
	Joshua	B-ADLT
	Burn	I-ADLT
	in	O
	a	O
	village	O
	known	O
	as	O
	shikhambi	B-LOC
	.	O
	my	O
	business	O
	was	O
	making	O
	local	O
	beer	O
	for	O
	people	O
	to	O
	take	O
	.	O
	Sometimes	O
	people	O
	blame	O
	me	O
	for	O
	that	O
	because	O
	their	O
	children	O
	.	O
	Are	O
	getting	O
	spoiled	O
	one	O
	day	O
	i	O
	met	O
	a	O
	friend	O
	of	O
	mine	O
	who	O
	adviced	O
	me	O
	and	O
	thought	O
	changing	O
	that	O
	business	O
	.	O
	Fortunately	O
	there	O
	was	O
	an	O
	offer	O
	in	O
	WEWASAFO	B-ORG
	on	O
	NGO	O
	they	O
	were	O
	selling	O
	bicycles	O
	on	O
	loan	O
	.	O
	I	O
	decided	O
	to	O
	change	O
	to	O
	bodaboda	O
	and	O
	closed	O
	the	O
	other	O
	business	O
	people	O
	in	O
	my	O
	village	O
	rejoiced	O
	and	O
	even	O
	others	O
	who	O
	used	O
	to	O
	be	O
	drunk	O
	charged	O
	and	O
	started	O
	a	O
	bodaboda	O
	business	O
	.	O
	From	O
	this	O
	time	O
	i	O
	come	O
	to	O
	realize	O
	there	O
	is	O
	nothing	O
	impossible	O
	.	O
	I	O
	am	O
	planning	O
	to	O
	expand	O
	my	O
	business	O
	in	O
	future	O
	as	O
	i	O
	excel	O
	.	O
		
	stop-x	stop-x
		
	From	O
	a	O
	poor	O
	young	O
	man	O
	to	O
	a	O
	rich	O
	young	O
	man	O
	.	O
	I	O
	am	O
	narrating	O
	this	O
	story	O
	with	O
	thanksgiving	O
	to	O
	my	O
	friend	O
	John	B-ADLT
	.	O
	John	B-ADLT
	is	O
	a	O
	project	O
	officer	O
	from	O
	Wewasafo	B-ORG
	an	O
	NGO	O
	in	O
	town	O
	.	O
	This	O
	young	O
	man	O
	trained	O
	us	O
	on	O
	micro	O
	enterprise	O
	development	O
	.	O
	He	O
	gave	O
	an	O
	idea	O
	to	O
	start	O
	a	O
	Boda	O
	boda	O
	business	O
	.	O
	We	O
	took	O
	bicycles	O
	on	O
	loan	O
	from	O
	her	O
	organization	O
	.	O
	When	O
	i	O
	paid	O
	the	O
	loan	O
	i	O
	found	O
	myself	O
	excelling	O
	.	O
	I	O
	started	O
	saving	O
	with	O
	Equity	B-ORG
	Bank	I-ORG
	.	O
	I	O
	used	O
	to	O
	save	O
	daily	O
	and	O
	when	O
	there	O
	was	O
	enough	O
	money	O
	on	O
	my	O
	account	O
	I	O
	asked	O
	for	O
	a	O
	loan	O
	to	O
	buy	O
	a	O
	motor	O
	bike	O
	.	O
	Right	O
	now	O
	I	O
	am	O
	really	O
	excelling	O
	from	O
	a	O
	poor	O
	Boda	O
	boda	O
	man	O
	to	O
	a	O
	rich	O
	man	O
	.	O
		
	stop-x	stop-x
		
	Melandas	B-ADLT
	suffering	O
	reached	O
	to	O
	an	O
	end	O
	last	O
	year	O
	december	O
	as	O
	he	O
	narated	O
	his	O
	story	O
	to	O
	me	O
	.	O
	He	O
	had	O
	the	O
	desire	O
	of	O
	pursuing	O
	his	O
	education	O
	but	O
	the	O
	conditions	O
	at	O
	their	O
	place	O
	did	O
	not	O
	allow	O
	.	O
	every	O
	day	O
	morning	O
	the	O
	father	O
	could	O
	wake	O
	him	O
	early	O
	to	O
	the	O
	farm	O
	and	O
	even	O
	had	O
	started	O
	forgetting	O
	anything	O
	about	O
	schooling	O
	infact	O
	he	O
	had	O
	complained	O
	to	O
	the	O
	village	O
	elder	O
	who	O
	hardly	O
	listened	O
	to	O
	him	O
	till	O
	last	O
	year	O
	when	O
	he	O
	made	O
	James	B-ADLT
	may	O
	from	O
	England	B-LOC
	.	O
	According	O
	to	O
	him	O
	","	O
	he	O
	opened	O
	up	O
	to	O
	this	O
	man	O
	who	O
	had	O
	come	O
	to	O
	their	O
	village	O
	in	O
	kipsigur	B-LOC
	-	I-LOC
	shinyalu	I-LOC
	constituency	I-LOC
	to	O
	carry	O
	research	O
	a	O
	birds	O
	in	O
	kakamega	B-LOC
	forest	I-LOC
	and	O
	indeed	O
	he	O
	received	O
	help	O
	.	O
	May	O
	took	O
	him	O
	to	O
	his	O
	country	O
	where	O
	he	O
	is	O
	pursuing	O
	his	O
	academics	O
	without	O
	any	O
	hindrance	O
	did	O
	even	O
	give	O
	his	O
	father	O
	some	O
	token	O
	to	O
	cool	O
	his	O
	temper	O
	.	O
	Today	O
	the	O
	family	O
	is	O
	prospering	O
	though	O
	Molanda	B-ADLT
	has	O
	not	O
	yet	O
	cleared	O
	studies	O
	.	O
		
	stop-x	stop-x
		
	The	O
	generous	O
	contribution	O
	by	O
	50	O
	Cent	O
	(	O
	Curtis	B-ADLT
	Jackson	I-ADLT
	)	O
	","	O
	Mariah	B-ADLT
	Carey	I-ADLT
	and	O
	Rihanna	B-ADLT
	to	O
	the	O
	UN	B-ORG
	is	O
	a	O
	good	O
	way	O
	to	O
	pay	O
	back	O
	the	O
	people	O
	of	O
	Libya	B-LOC
	.	O
	Having	O
	earned	O
	the	O
	money	O
	for	O
	performing	O
	for	O
	their	O
	dictator	O
	leader	O
	Col	B-ADLT
	.	I-ADLT
	Muammar	I-ADLT
	Qaddafi	I-ADLT
	in	O
	several	O
	functions	O
	held	O
	for	O
	the	O
	family	O
	.	O
	Qaddafi	B-ADLT
	who	O
	refused	O
	to	O
	give	O
	up	O
	power	O
	even	O
	after	O
	40	O
	years	O
	of	O
	ruling	O
	.	O
	His	O
	being	O
	condemned	O
	by	O
	the	O
	musician	O
	for	O
	his	O
	evil	O
	acts	O
	of	O
	ki8lling	O
	civilians	O
	from	O
	his	O
	own	O
	country	O
	who	O
	were	O
	protesting	O
	against	O
	his	O
	inhumane	O
	rule	O
	.	O
	The	O
	UN	B-ORG
	has	O
	said	O
	that	O
	the	O
	money	O
	would	O
	be	O
	used	O
	to	O
	help	O
	the	O
	injured	O
	and	O
	provide	O
	relief	O
	food	O
	.	O
		
	stop-x	stop-x
		
	Never	O
	worry	O
	says	O
	Paul	B-ADLT
	.	O
	I	O
	will	O
	show	O
	you	O
	the	O
	secret	O
	to	O
	successful	O
	living	O
	.	O
	At	O
	first	O
	I	O
	could	O
	not	O
	imagine	O
	from	O
	the	O
	story	O
	if	O
	this	O
	young	O
	man	O
	.	O
	As	O
	young	O
	as	O
	he	O
	was	O
	he	O
	is	O
	a	O
	taxi	O
	driver	O
	driving	O
	his	O
	own	O
	vehicle	O
	.	O
	Parents	O
	of	O
	Paul	B-ADLT
	took	O
	him	O
	for	O
	driving	O
	and	O
	after	O
	completing	O
	Paul	B-ADLT
	had	O
	no	O
	job	O
	.	O
	Paul	B-ADLT
	started	O
	off	O
	the	O
	journey	O
	.	O
	He	O
	went	O
	and	O
	took	O
	a	O
	good	O
	bicycle	O
	from	O
	(	O
	WEWASAFO	B-ORG
	)	O
	an	O
	NGO	O
	in	O
	town	O
	and	O
	started	O
	off	O
	by	O
	doing	O
	Boda	O
	Boda	O
	business	O
	.	O
	The	O
	parents	O
	could	O
	not	O
	understand	O
	Paul	B-ADLT
	but	O
	after	O
	a	O
	few	O
	months	O
	Paul	B-ADLT
	went	O
	and	O
	bought	O
	a	O
	motor	O
	bike	O
	on	O
	loan	O
	.	O
	He	O
	said	O
	if	O
	I	O
	paid	O
	my	O
	bicycle	O
	loan	O
	successfully	O
	why	O
	not	O
	a	O
	motor	O
	bike	O
	.	O
	Within	O
	one	O
	year	O
	Paul	B-ADLT
	he	O
	'll	O
	completed	O
	paying	O
	her	O
	motor	O
	bike	O
	loan	O
	.	O
		
	stop-x	stop-x
		
	Water	O
	is	O
	one	O
	of	O
	the	O
	most	O
	vital	O
	things	O
	in	O
	life	O
	more	O
	than	O
	just	O
	having	O
	wealth	O
	.	O
	Many	O
	people	O
	in	O
	the	O
	area	O
	of	O
	Shandorama	B-LOC
	have	O
	suffered	O
	in	O
	a	O
	period	O
	of	O
	time	O
	because	O
	of	O
	water	O
	shortage	O
	in	O
	their	O
	area	O
	.	O
	The	O
	only	O
	place	O
	they	O
	could	O
	get	O
	the	O
	water	O
	was	O
	on	O
	a	O
	small	O
	stream	O
	which	O
	was	O
	far	O
	away	O
	from	O
	people	O
	's	O
	home	O
	.	O
	Through	O
	the	O
	principal	O
	of	O
	Shandorama	B-ORG
	Boys	I-ORG
	High	I-ORG
	School	I-ORG
	Mr	B-ADLT
	Fredric	I-ADLT
	Tali	I-ADLT
	in	O
	conjunction	O
	with	O
	the	O
	government	O
	through	O
	the	O
	ministry	B-ORG
	of	I-ORG
	water	I-ORG
	","	O
	come	O
	up	O
	with	O
	a	O
	strategy	O
	to	O
	cub	O
	this	O
	problem	O
	that	O
	had	O
	become	O
	a	O
	breath	O
	to	O
	area	O
	residence	O
	.	O
	Mr.	B-ADLT
	Fredrick	I-ADLT
	Tali	I-ADLT
	teamed	O
	up	O
	with	O
	the	O
	parents	O
	","	O
	the	O
	area	O
	residence	O
	and	O
	community	O
	to	O
	raise	O
	up	O
	money	O
	.	O
	He	O
	followed	O
	up	O
	the	O
	project	O
	unit	O
	finally	O
	when	O
	the	O
	government	O
	through	O
	the	O
	people	O
	of	O
	water	O
	services	O
	sent	O
	their	O
	staff	O
	to	O
	go	O
	and	O
	drill	O
	a	O
	borehole	O
	which	O
	is	O
	servicing	O
	the	O
	entire	O
	community	O
	of	O
	Shandorama	B-LOC
	through	O
	taped	O
	water	O
	and	O
	piped	O
	water	O
	services	O
	area	O
	.	O
		
	stop-x	stop-x
		
	Some	O
	years	O
	back	O
	an	O
	individual	O
	Mr.	B-ADLT
	Ken	I-ADLT
	Okoth	I-ADLT
	of	O
	children	B-ORG
	of	I-ORG
	Kibera	I-ORG
	foundation	I-ORG
	","	O
	decided	O
	to	O
	help	O
	in	O
	the	O
	community	O
	of	O
	Kibera	B-LOC
	by	O
	offering	O
	students	O
	with	O
	extra	O
	knowledge	O
	apart	O
	from	O
	the	O
	one	O
	they	O
	acquire	O
	in	O
	school	O
	.	O
	The	O
	man	O
	has	O
	proved	O
	to	O
	be	O
	the	O
	most	O
	important	O
	person	O
	in	O
	our	O
	community	O
	due	O
	to	O
	his	O
	kind	O
	heart	O
	.	O
	He	O
	has	O
	help	O
	a	O
	lot	O
	of	O
	school	O
	by	O
	donating	O
	books	O
	","	O
	computers	O
	and	O
	other	O
	learning	O
	materials	O
	.	O
	April	O
	from	O
	that	O
	","	O
	Ken	B-ADLT
	has	O
	been	O
	in	O
	fore	O
	front	O
	in	O
	raising	O
	talents	O
	in	O
	the	O
	community	O
	since	O
	his	O
	organization	O
	children	B-ORG
	of	I-ORG
	Kibera	I-ORG
	which	O
	has	O
	grown	O
	big	O
	recently	O
	do	O
	organized	O
	an	O
	event	O
	which	O
	is	O
	a	O
	competition	O
	i.	O
	e	O
	drama	O
	competition	O
	which	O
	normally	O
	take	O
	place	O
	once	O
	a	O
	year	O
	.	O
	Through	O
	this	O
	","	O
	Ken	B-ADLT
	has	O
	really	O
	united	O
	schools	O
	in	O
	our	O
	community	O
	since	O
	the	O
	schools	O
	meet	O
	and	O
	compete	O
	during	O
	the	O
	drama	O
	competition	O
	.	O
	Students	O
	and	O
	best	O
	schools	O
	do	O
	get	O
	prizes	O
	and	O
	it	O
	is	O
	only	O
	during	O
	this	O
	event	O
	a	O
	TRUE	O
	talent	O
	of	O
	a	O
	child	O
	is	O
	seen	O
	.	O
		
	stop-x	stop-x
		
	Saumu	B-MINR
	loves	O
	joking	O
	with	O
	men	O
	everytime	O
	they	O
	meet	O
	at	O
	road	O
	home	O
	and	O
	school	O
	Saumu	B-MINR
	arrives	O
	one	O
	day	O
	very	O
	sad	O
	and	O
	feeling	O
	very	O
	unhappy	O
	.	O
	She	O
	has	O
	never	O
	been	O
	like	O
	that	O
	since	O
	everybody	O
	knows	O
	her	O
	.	O
	Her	O
	mother	O
	asked	O
	her	O
	what	O
	went	O
	or	O
	was	O
	wrong	O
	.	O
	She	O
	told	O
	her	O
	mother	O
	what	O
	happened	O
	with	O
	her	O
	neighbour	O
	Edu	B-MINR
	","	O
	herself	O
	and	O
	him	O
	.	O
	Her	O
	mother	O
	was	O
	disappointed	O
	to	O
	hear	O
	that	O
	his	O
	neighbour	O
	Edu	B-MINR
	who	O
	use	O
	to	O
	be	O
	Saumu	B-MINR
	's	O
	friend	O
	liked	O
	her	O
	as	O
	a	O
	brother	O
	wanted	O
	to	O
	rape	O
	her	O
	daughter	O
	.	O
	Her	O
	mother	O
	adviced	O
	her	O
	never	O
	to	O
	go	O
	far	O
	or	O
	lonely	O
	places	O
	with	O
	boys	O
	.	O
	You	O
	can	O
	be	O
	raped	O
	infected	O
	with	O
	AIDS	O
	and	O
	many	O
	bad	O
	things	O
	.	O
	Edu	B-MINR
	came	O
	and	O
	apologize	O
	to	O
	her	O
	parents	O
	.	O
	Saumu	B-MINR
	's	O
	mother	O
	adviced	O
	them	O
	on	O
	how	O
	life	O
	is	O
	and	O
	how	O
	they	O
	can	O
	take	O
	car.	O
		
	stop-x	stop-x
		
	Toto	B-ORG
	lea	I-ORG
	is	O
	an	O
	organisation	O
	that	O
	is	O
	helping	O
	poor	O
	needy	O
	H.	O
	I.	O
	V	O
	positive	O
	children	O
	to	O
	use	O
	RVS	O
	and	O
	support	O
	the	O
	children	O
	and	O
	family	O
	with	O
	food	O
	and	O
	free	O
	medicines	O
	.	O
	They	O
	take	O
	care	O
	of	O
	the	O
	affected	O
	victim	O
	in	O
	Ngando	B-LOC
	","	O
	Kawangare	B-LOC
	","	O
	Kibera	B-LOC
	Lenana	B-LOC
	and	O
	Dagoretti	B-LOC
	.	O
	It	O
	has	O
	really	O
	improved	O
	their	O
	health	O
	in	O
	the	O
	poor	O
	slum	O
	areas	O
	.	O
		
	stop-x	stop-x
		
	Beatrice	B-MINR
	is	O
	a	O
	pupuil	O
	at	O
	Elyon	B-ORG
	secondary	I-ORG
	school	I-ORG
	which	O
	is	O
	a	O
	community	O
	school	O
	centre	O
	.	O
	she	O
	likes	O
	accepting	O
	gifts	O
